"tema","idGuest","convidado","total"
"Educação",1212125942,"Pirula",1
"Educação",1212143893,"Rafaella Ballerini",1
"Educação",1212140285,"Reinaldo José Lopes",1
"Educação",1212143080,"Renato Rampazzo",1
"Educação",1212141282,"Ricardo di Lazzaro Filho",1
"Educação",1212140055,"Sérgio Cantu",1
"Educação",1212130386,"Sérgio Lopes",1
"Educação",1212137415,"Talita Ribeiro",1
"Educação",1212142159,"Tati Baez",1
"Educação",1212140706,"Thiago Nigro",1
"Educação",1212144060,"Tiago Zaidan",1
"Educação",1212142536,"Washington Santos",1
"Educação",1212143617,"Will",1
"Educação",1212143891,"Winna Zansavio",1
"Educação",1212142893,"Yaso",1
"Empreendedorismo",1212126189,"Flávio Augusto",78
"Empreendedorismo",1212126641,"Sandro Magaldi",44
"Empreendedorismo",1212141891,"Leandro Leite Soares",14
"Empreendedorismo",1212131200,"Maurício Linhares",6
"Empreendedorismo",4877,"Marco Gomes",4
"Empreendedorismo",1212141781,"Mario Souto",4
"Empreendedorismo",1212130385,"Paulo Silveira",4
"Empreendedorismo",1212137166,"Roberta Arcoverde",3
"Empreendedorismo",1212142320,"Gabriel Bollico",2
"Empreendedorismo",1212130301,"Gustavo Caetano",2
"Empreendedorismo",1212142033,"Nicolas Borsoi",2
"Empreendedorismo",1212139590,"Pedro Paulo Silveira",2
"Empreendedorismo",1212130088,"Pedro Waengertner",2
"Empreendedorismo",1212122464,"Sr.K",2
"Empreendedorismo",1212143792,"Alexandre Nogueira",1
"Empreendedorismo",1212142302,"Ana Carina",1
"Empreendedorismo",1212139900,"André Ferreira",1
"Empreendedorismo",1212123847,"André Souza",1
"Empreendedorismo",1212144200,"Augusto Quaresma Coellho",1
"Empreendedorismo",1212142265,"Caio Carneiro",1
"Empreendedorismo",1212123564,"Caio Gomes",1
"Empreendedorismo",1212142585,"Carla Rigonatto",1
"Empreendedorismo",1212137030,"Carlinhos Troll",1
"Empreendedorismo",1212142478,"Carlos Lazar",1
"Empreendedorismo",1212133229,"Cris Correa",1
"Empreendedorismo",1212142586,"Dafne Parreiras Guimarães",1
"Empreendedorismo",1212139062,"Douglas de Lima",1
"Empreendedorismo",1212142928,"Edgar Loja Quebra Galho",1
"Empreendedorismo",1212141736,"Eduardo Galanternick",1
"Empreendedorismo",1212144199,"Elisa Coelho",1
"Empreendedorismo",1212142450,"Fernando Bravo",1
"Empreendedorismo",1212142927,"Flavia Marcon",1
"Empreendedorismo",1212137577,"Fred Trajano",1
"Empreendedorismo",1212144015,"Gilmar Theobald",1
"Empreendedorismo",1212132463,"Gina Gotthilf",1
"Empreendedorismo",1212141810,"Hendel Favarin",1
"Empreendedorismo",1212142811,"Henrique Coronati",1
"Empreendedorismo",1212143098,"Igor Savoia",1
"Empreendedorismo",1212143151,"Joel Jota",1
"Empreendedorismo",1212139063,"João Ferreira",1
"Empreendedorismo",1212142810,"Julio Trajano Rodrigues",1
"Empreendedorismo",1212125928,"Ken Fujioka",1
"Empreendedorismo",1212142071,"Kiko Reis",1
"Empreendedorismo",1212142449,"Leandro Castanheira",1
"Empreendedorismo",1212144436,"Luiz Felippe Fogaça",1
"Empreendedorismo",1212143558,"Léo Mantovan",1
"Empreendedorismo",1212142009,"Marcelo Fadul",1
"Empreendedorismo",1212133328,"Nathalia Arcuri",1
"Empreendedorismo",1212142209,"Paulo Jubilut",1
"Empreendedorismo",1212130831,"Pedro Sorrentino",1
"Empreendedorismo",1212141431,"Renan Pizii",1
"Empreendedorismo",1212140599,"Renata Moraes Vichi",1
"Empreendedorismo",1212134840,"Renato Hirata",1
"Empreendedorismo",1212144671,"Ricardo Rocha",1
"Empreendedorismo",1212139680,"Rick Chesther",1
"Empreendedorismo",1212137132,"Robinson Shiba",1
"Empreendedorismo",1212144249,"Rodrigo Schiavini",1
"Empreendedorismo",1212141316,"Rogerio Betti",1
"Empreendedorismo",1212141111,"Saulo",1
"Empreendedorismo",1212142303,"Silvia Andrade Machado",1
"Empreendedorismo",2003,"Sra. Jovem Nerd",1
"Empreendedorismo",1212142376,"Tonico",1
"Empreendedorismo",274,"Tucano",1
"Empreendedorismo",1212142536,"Washington Santos",1
"Empreendedorismo",1212142893,"Yaso",1
"Empreendedorismo",1212126599,"Yuri Gitahy",1
"Empreendedorismo",1212139965,"Ícaro de Carvalho",1
"Entrevistas",1212139351,"Pri Ganiko",9
"Entrevistas",1212141891,"Leandro Leite Soares",7
"Entrevistas",1212141954,"Camila Sousa",6
"Entrevistas",1212141845,"Pedro Duarte",6
"Entrevistas",1212122462,"Carlos Voltor",5
"Entrevistas",2595,"Eduardo Spohr",3
"Entrevistas",1212126189,"Flávio Augusto",3
"Entrevistas",1212131200,"Maurício Linhares",3
"Entrevistas",1212123847,"André Souza",2
"Entrevistas",3244,"Bluehand",2
"Entrevistas",1212141859,"Gabriel Avila",2
"Entrevistas",326,"Guilherme Briggs",2
"Entrevistas",4877,"Marco Gomes",2
"Entrevistas",1212141723,"Mary Joe",2
"Entrevistas",1212142033,"Nicolas Borsoi",2
"Entrevistas",1212130385,"Paulo Silveira",2
"Entrevistas",1212139590,"Pedro Paulo Silveira",2
"Entrevistas",2003,"Sra. Jovem Nerd",2
"Entrevistas",1212141330,"Tayná Garcia",2
"Entrevistas",1212141924,"Alan Dubox",1
"Entrevistas",1212128837,"Ana Cecília Moraes",1
"Entrevistas",1212142585,"Carla Rigonatto",1
"Entrevistas",1212142478,"Carlos Lazar",1
"Entrevistas",1212142270,"Caíto Mainier",1
"Entrevistas",1212142586,"Dafne Parreiras Guimarães",1
"Entrevistas",3448,"Dubox",1
"Entrevistas",1212142928,"Edgar Loja Quebra Galho",1
"Entrevistas",1212122799,"Fabio Yabu",1
"Entrevistas",1212142272,"Felipe Abrahão",1
"Entrevistas",1212142450,"Fernando Bravo",1
"Entrevistas",1212135105,"Fernando Reule",1
"Entrevistas",1212142927,"Flavia Marcon",1
"Entrevistas",1212130824,"Fábio Porchat",1
"Entrevistas",1212142320,"Gabriel Bollico",1
"Entrevistas",1212138710,"Garcia Júnior",1
"Entrevistas",1212144015,"Gilmar Theobald",1
"Entrevistas",1212138695,"Guilherme Zaiden",1
"Entrevistas",1212142811,"Henrique Coronati",1
"Entrevistas",1212143098,"Igor Savoia",1
"Entrevistas",1212142148,"Jefferson Schroeder",1
"Entrevistas",1212142810,"Julio Trajano Rodrigues",1
"Entrevistas",1212142449,"Leandro Castanheira",1
"Entrevistas",1212142271,"Leandro Ramos",1
"Entrevistas",1212142463,"Lua",1
"Entrevistas",1212130384,"Lucas Radaelli",1
"Entrevistas",1212142281,"Maiko Arpino",1
"Entrevistas",1212142331,"Marcel Campos",1
"Entrevistas",1212141894,"Marcela Soares",1
"Entrevistas",1212123033,"Marcelo Forlani",1
"Entrevistas",1212128722,"Marcos Pontes",1
"Entrevistas",1212141781,"Mario Souto",1
"Entrevistas",1212142902,"Maurício Duboc",1
"Entrevistas",1212142611,"Michel Naslavsky",1
"Entrevistas",1212138711,"Milhem Cortaz",1
"Entrevistas",1212138672,"Nelson Machado",1
"Entrevistas",1212141465,"Pamela Lopes",1
"Entrevistas",1212142435,"Patricia Zarour",1
"Entrevistas",1212139440,"Patrícia Mafra",1
"Entrevistas",1212142269,"Paulo Tiefenthaler",1
"Entrevistas",1212142602,"Pedro Pallotta",1
"Entrevistas",1212141987,"Peter",1
"Entrevistas",2002,"Portuguesa",1
"Entrevistas",1212141282,"Ricardo di Lazzaro Filho",1
"Entrevistas",1212137166,"Roberta Arcoverde",1
"Entrevistas",1212126816,"Romero Britto",1
"Entrevistas",1212137415,"Talita Ribeiro",1
"Entrevistas",1212142901,"Teo Scussel",1
"Entrevistas",1212142376,"Tonico",1
"Entrevistas",274,"Tucano",1
"Entrevistas",1212142607,"Viviane Bellini",1
"Entrevistas",1212142893,"Yaso",1
"Esportes",1212130298,"Mau Faccio",31
"Esportes",1212143471,"Vitor Rossi",31
"Esportes",3515,"JP",7
"Esportes",274,"Tucano",5
"Esportes",1212137936,"Marcelo Bassoli",4
"Esportes",1212122846,"Jonny Ken",3
"Esportes",1212131200,"Maurício Linhares",2
"Esportes",1212133984,"Barbara Gutierrez",1
"Esportes",3244,"Bluehand",1
"Esportes",1212143697,"Caio Maciel",1
"Esportes",1212141954,"Camila Sousa",1
"Esportes",1212141446,"Carolina Moraes",1
"Esportes",1212123529,"Cauê Moura",1
"Esportes",313,"Cris Dias",1
"Esportes",1212128626,"Daniel ""HP""",1
"Esportes",1212140597,"Danilo Muller",1
"Esportes",1212141444,"El Baramallo",1
"Esportes",1212140596,"Everaldo Marques",1
"Esportes",1212135105,"Fernando Reule",1
"Esportes",1212124836,"Guga Mafra",1
"Esportes",1212142811,"Henrique Coronati",1
"Esportes",1212142810,"Julio Trajano Rodrigues",1
"Esportes",1212141891,"Leandro Leite Soares",1
"Esportes",1212144203,"Marcela Maeve",1
"Esportes",4877,"Marco Gomes",1
"Esportes",1212142902,"Maurício Duboc",1
"Esportes",309,"Nick Ellis",1
"Esportes",1212130385,"Paulo Silveira",1
"Esportes",1212139351,"Pri Ganiko",1
"Esportes",1212144204,"Raphão Martins",1
"Esportes",1212137166,"Roberta Arcoverde",1
"Esportes",1212141157,"Schaeppi",1
"Esportes",1212141156,"Takeshi",1
"Esportes",1212141330,"Tayná Garcia",1
"Esportes",1212142901,"Teo Scussel",1
"Esportes",1212128627,"Virgílio Virga",1
"Esportes",1212142893,"Yaso",1
"Game of Thrones",3515,"JP",7
"Game of Thrones",1212141954,"Camila Sousa",6
"Game of Thrones",274,"Tucano",6
"Game of Thrones",3508,"Guga Ferrari",4
"Game of Thrones",1212139351,"Pri Ganiko",4
"Game of Thrones",1212141859,"Gabriel Avila",2
"Game of Thrones",1212140265,"Katiucha Barcelos",2
"Game of Thrones",1212137936,"Marcelo Bassoli",2
"Game of Thrones",1212141845,"Pedro Duarte",2
"Game of Thrones",1212122464,"Sr.K",2
"Game of Thrones",1212122669,"Leonel Caldela",1
"Game of Thrones",1212142827,"Pedro Siqueira",1
"Game of Thrones",1212141330,"Tayná Garcia",1
"Games",1212139351,"Pri Ganiko",9
"Games",1212141954,"Camila Sousa",8
"Games",1212122462,"Carlos Voltor",8
"Games",1212122796,"Beto Estrada",6
"Games",1212141330,"Tayná Garcia",6
"Games",1212124762,"Izzy Nobre",5
"Games",1212131200,"Maurício Linhares",5
"Games",1212126509,"Bruno Carvalho",4
"Games",1212126508,"Evandro de Freitas",4
"Games",5034,"Jurandir Filho",4
"Games",1212125950,"Marcela Versiani",4
"Games",1212130385,"Paulo Silveira",4
"Games",1212122795,"Affonso Solano",3
"Games",1212122797,"Diogo Braga",3
"Games",1212137166,"Roberta Arcoverde",3
"Games",1212133984,"Barbara Gutierrez",2
"Games",3515,"JP",2
"Games",1212138256,"Lierson Mattenhauer",2
"Games",1212133985,"Lucas ""Marduk"" Rampinelli",2
"Games",4877,"Marco Gomes",2
"Games",1212141781,"Mario Souto",2
"Games",1212141845,"Pedro Duarte",2
"Games",274,"Tucano",2
"Games",1212122465,"Afonso 3d",1
"Games",1212126386,"Alek",1
"Games",3641,"Almôndega",1
"Games",1212142125,"Amora Bettany",1
"Games",1212137796,"André Breves",1
"Games",3244,"Bluehand",1
"Games",1212142393,"Buck O Balde",1
"Games",1212123564,"Caio Gomes",1
"Games",1212141446,"Carolina Moraes",1
"Games",313,"Cris Dias",1
"Games",1212141444,"El Baramallo",1
"Games",1212142123,"Eliana Dib",1
"Games",1212122799,"Fabio Yabu",1
"Games",1212141619,"Francisco Yamauti",1
"Games",1212141859,"Gabriel Avila",1
"Games",1212128441,"Ghost",1
"Games",1212128442,"Gilsomar Livramento",1
"Games",1212142392,"Giovanni Dud3",1
"Games",1212142811,"Henrique Coronati",1
"Games",1212142810,"Julio Trajano Rodrigues",1
"Games",1212141891,"Leandro Leite Soares",1
"Games",1212127968,"Leon Martins",1
"Games",1212137936,"Marcelo Bassoli",1
"Games",1212126238,"Nuno",1
"Games",1212141621,"Paula Nobre",1
"Games",1212142124,"Pedro Medeiros",1
"Games",1212123647,"Rogério Bonfim",1
"Games",1212141157,"Schaeppi",1
"Games",1212122464,"Sr.K",1
"Games",1212141156,"Takeshi",1
"Games",1212141618,"Thalita Lefer",1
"Games",1212142126,"Thaís Weiller",1
"Games",1212141331,"Thiago Romariz",1
"Games",1212139352,"Toboco",1
"Games",1212144494,"Wagner Araújo",1
"Games",1212142893,"Yaso",1
"Games",1212126239,"Yuri Fang",1
"Gastronomia",274,"Tucano",5
"Gastronomia",1212124836,"Guga Mafra",4
"Gastronomia",1212138256,"Lierson Mattenhauer",3
"Gastronomia",1212126308,"David Preti",2
"Gastronomia",1212141891,"Leandro Leite Soares",2
"Gastronomia",1212122464,"Sr.K",2
"Gastronomia",1212138258,"Alessandro Ongaratto",1
"Gastronomia",1212142245,"Ariana Rocha",1
"Gastronomia",1212122862,"Atila",1
"Gastronomia",1212142230,"Barbara Pola Russell",1
"Gastronomia",3244,"Bluehand",1
"Gastronomia",1212141954,"Camila Sousa",1
"Gastronomia",1212137030,"Carlinhos Troll",1
"Gastronomia",1212142131,"Carolina Andrade",1
"Gastronomia",1212142270,"Caíto Mainier",1
"Gastronomia",1212142928,"Edgar Loja Quebra Galho",1
"Gastronomia",1212123334,"Edney Souza",1
"Gastronomia",2595,"Eduardo Spohr",1
"Gastronomia",1212142272,"Felipe Abrahão",1
"Gastronomia",1212135105,"Fernando Reule",1
"Gastronomia",1212142229,"Fernando Russell",1
"Gastronomia",1212142927,"Flavia Marcon",1
"Gastronomia",1212122317,"Gaveta",1
"Gastronomia",1212142811,"Henrique Coronati",1
"Gastronomia",3515,"JP",1
"Gastronomia",1212142810,"Julio Trajano Rodrigues",1
"Gastronomia",1212142271,"Leandro Ramos",1
"Gastronomia",1212122952,"Leo Lopes",1
"Gastronomia",1212126475,"Maestro Billy",1
"Gastronomia",4877,"Marco Gomes",1
"Gastronomia",1212141781,"Mario Souto",1
"Gastronomia",1212141723,"Mary Joe",1
"Gastronomia",1212142902,"Maurício Duboc",1
"Gastronomia",1212131200,"Maurício Linhares",1
"Gastronomia",1212130385,"Paulo Silveira",1
"Gastronomia",1212142269,"Paulo Tiefenthaler",1
"Gastronomia",1212139351,"Pri Ganiko",1
"Gastronomia",1212141282,"Ricardo di Lazzaro Filho",1
"Gastronomia",1212141330,"Tayná Garcia",1
"Gastronomia",1212142901,"Teo Scussel",1
"História",274,"Tucano",65
"História",2595,"Eduardo Spohr",60
"História",3515,"JP",40
"História",1212127694,"Filipe Figueiredo",39
"História",3244,"Bluehand",37
"História",1212123564,"Caio Gomes",3
"História",1212141184,"Ale Santos",2
"História",1212142850,"Angélica Kalil",2
"História",1212141954,"Camila Sousa",2
"História",3508,"Guga Ferrari",2
"História",1212142293,"Iana Villela",2
"História",1212122669,"Leonel Caldela",2
"História",4877,"Marco Gomes",2
"História",1212141282,"Ricardo di Lazzaro Filho",2
"História",1212122464,"Sr.K",2
"História",1212136729,"Alexander Stahlhoefer",1
"História",1212123573,"Amigo Imaginário",1
"História",1212141185,"Andreza Delgado",1
"História",3662,"Android",1
"História",3325,"Carlos Merigo",1
"História",1212122462,"Carlos Voltor",1
"História",1212138690,"Erick Carvalho",1
"História",1212122799,"Fabio Yabu",1
"História",1212124836,"Guga Mafra",1
"História",1212142331,"Marcel Campos",1
"História",1212142611,"Michel Naslavsky",1
"História",1212141830,"Márcia Jamille",1
"História",1212141944,"Neide Barros",1
"História",1212141845,"Pedro Duarte",1
"História",1212142602,"Pedro Pallotta",1
"História",1212139590,"Pedro Paulo Silveira",1
"História",1212123577,"Pollar",1
"História",1212139351,"Pri Ganiko",1
"História",1212143005,"Rodrigo Trespach",1
"História",1212143006,"Tawany Rocha",1
"História",1212141330,"Tayná Garcia",1
"História",1212143154,"Tupá Guerra",1
"História",1212139216,"Vinícius Fuzikawa",1
"História",1212144148,"Vítor Soares",1
"História",1212141523,"Ynaê Lopes dos Santos",1
"História Alternativa",2595,"Eduardo Spohr",10
"História Alternativa",274,"Tucano",10
"História Alternativa",1212122462,"Carlos Voltor",7
"História Alternativa",1212123226,"Rex",4
"História Alternativa",1212122795,"Affonso Solano",3
"História Alternativa",1212122797,"Diogo Braga",3
"História Alternativa",3515,"JP",3
"História Alternativa",1212137936,"Marcelo Bassoli",3
"História Alternativa",3244,"Bluehand",2
"História Alternativa",1212127694,"Filipe Figueiredo",2
"História Alternativa",1212140265,"Katiucha Barcelos",2
"História Alternativa",1212139351,"Pri Ganiko",2
"História Alternativa",1212122464,"Sr.K",2
"História Alternativa",1212141330,"Tayná Garcia",2
"História Alternativa",1212123573,"Amigo Imaginário",1
"História Alternativa",1212122862,"Atila",1
"História Alternativa",1212122796,"Beto Estrada",1
"História Alternativa",1212123564,"Caio Gomes",1
"História Alternativa",1212141954,"Camila Sousa",1
"História Alternativa",1212124836,"Guga Mafra",1
"História Alternativa",1212141393,"LOAD",1
"História Alternativa",1212122669,"Leonel Caldela",1
"História Alternativa",4877,"Marco Gomes",1
"História Alternativa",1212141845,"Pedro Duarte",1
"História Alternativa",1212125942,"Pirula",1
"História Alternativa",1212141282,"Ricardo di Lazzaro",1
"História Alternativa",1212143005,"Rodrigo Trespach",1
"História Alternativa",1212143006,"Tawany Rocha",1
"Internet",1212139351,"Pri Ganiko",14
"Internet",1212141954,"Camila Sousa",13
"Internet",1212141891,"Leandro Leite Soares",6
"Internet",1212141330,"Tayná Garcia",6
"Internet",1212141781,"Mario Souto",5
"Internet",1212131200,"Maurício Linhares",5
"Internet",1212130385,"Paulo Silveira",5
"Internet",1212141845,"Pedro Duarte",5
"Internet",313,"Cris Dias",4
"Internet",4877,"Marco Gomes",4
"Internet",1212141859,"Gabriel Avila",3
"Internet",1212142033,"Nicolas Borsoi",3
"Internet",1212139590,"Pedro Paulo Silveira",3
"Internet",3244,"Bluehand",2
"Internet",1212122463,"Cardoso",2
"Internet",1212123334,"Edney Souza",2
"Internet",2595,"Eduardo Spohr",2
"Internet",1212126189,"Flávio Augusto",2
"Internet",1212137166,"Roberta Arcoverde",2
"Internet",1212137796,"André Breves",1
"Internet",1212123847,"André Souza",1
"Internet",1212143191,"Arthur Eloi",1
"Internet",1212141887,"Azaghal",1
"Internet",1212123333,"Bia Granja",1
"Internet",1212123564,"Caio Gomes",1
"Internet",1212142585,"Carla Rigonatto",1
"Internet",3325,"Carlos Merigo",1
"Internet",1212122462,"Carlos Voltor",1
"Internet",1212142131,"Carolina Andrade",1
"Internet",1212142586,"Dafne Parreiras Guimarães",1
"Internet",1212142928,"Edgar Loja Quebra Galho",1
"Internet",1212142450,"Fernando Bravo",1
"Internet",1212135105,"Fernando Reule",1
"Internet",1212142130,"Flavia Calina",1
"Internet",1212142927,"Flavia Marcon",1
"Internet",1212142320,"Gabriel Bollico",1
"Internet",1212143079,"Getúlio Santos",1
"Internet",1212133869,"Guilherme Silveira",1
"Internet",1212142811,"Henrique Coronati",1
"Internet",1212143098,"Igor Savoia",1
"Internet",1212142053,"Jovem Nerd",1
"Internet",1212142810,"Julio Trajano Rodrigues",1
"Internet",1212142449,"Leandro Castanheira",1
"Internet",1212143709,"Leonardo Balter",1
"Internet",1212142331,"Marcel Campos",1
"Internet",1212130298,"Mau Faccio",1
"Internet",1212142902,"Maurício Duboc",1
"Internet",1212142611,"Michel Naslavsky",1
"Internet",1212139440,"Patrícia Mafra",1
"Internet",1212142602,"Pedro Pallotta",1
"Internet",1212143080,"Renato Rampazzo",1
"Internet",1212141282,"Ricardo di Lazzaro Filho",1
"Internet",2003,"Sra. Jovem Nerd",1
"Internet",1212142901,"Teo Scussel",1
"Internet",1212142376,"Tonico",1
"Internet",274,"Tucano",1
"Internet",1212124682,"Vinícius K-Max",1
"Internet",1212142607,"Viviane Bellini",1
"Internet",1212142893,"Yaso",1
"Lendas e Mistérios",274,"Tucano",10
"Lendas e Mistérios",3244,"Bluehand",8
"Lendas e Mistérios",2595,"Eduardo Spohr",8
"Lendas e Mistérios",3515,"JP",7
"Lendas e Mistérios",1212139351,"Pri Ganiko",3
"Lendas e Mistérios",1212122795,"Affonso Solano",2
"Lendas e Mistérios",1212122465,"Afonso 3d",2
"Lendas e Mistérios",1212123573,"Amigo Imaginário",2
"Lendas e Mistérios",1212141954,"Camila Sousa",2
"Lendas e Mistérios",1212141845,"Pedro Duarte",2
"Lendas e Mistérios",1212123564,"Caio Gomes",1
"Lendas e Mistérios",1212122462,"Carlos Voltor",1
"Lendas e Mistérios",2002,"Portuguesa",1
"Lendas e Mistérios",2003,"Sra. Jovem Nerd",1
"Lendas e Mistérios",1212141330,"Tayná Garcia",1
"Literatura",2595,"Eduardo Spohr",19
"Literatura",274,"Tucano",9
"Literatura",3515,"JP",8
"Literatura",1212122795,"Affonso Solano",5
"Literatura",309,"Nick Ellis",5
"Literatura",1212141845,"Pedro Duarte",5
"Literatura",1212139351,"Pri Ganiko",5
"Literatura",1212122462,"Carlos Voltor",4
"Literatura",3662,"Android",3
"Literatura",3244,"Bluehand",3
"Literatura",1212141954,"Camila Sousa",3
"Literatura",3508,"Guga Ferrari",3
"Literatura",1212122669,"Leonel Caldela",3
"Literatura",1212122464,"Sr.K",3
"Literatura",1212125306,"André Vianco",2
"Literatura",1212122463,"Cardoso",2
"Literatura",1212123334,"Edney Souza",2
"Literatura",1212122799,"Fabio Yabu",2
"Literatura",1212141330,"Tayná Garcia",2
"Literatura",1212123573,"Amigo Imaginário",1
"Literatura",1212123564,"Caio Gomes",1
"Literatura",1212141820,"Daniella Freixo de Faria",1
"Literatura",1212138697,"Débora Otero",1
"Literatura",1212138690,"Erick Carvalho",1
"Literatura",1212138720,"Fabiano Neme",1
"Literatura",1212135105,"Fernando Reule",1
"Literatura",1212124762,"Izzy Nobre",1
"Literatura",1212125542,"Jeff Paiva",1
"Literatura",1212140265,"Katiucha Barcelos",1
"Literatura",1212137936,"Marcelo Bassoli",1
"Literatura",1212142902,"Maurício Duboc",1
"Literatura",1212138696,"Patrícia",1
"Literatura",1212123578,"Rafael Poggi",1
"Literatura",4307,"Raphael Draccon",1
"Literatura",1212140812,"Ronald Kyrmse",1
"Literatura",2003,"Sra. Jovem Nerd",1
"Literatura",1212142159,"Tati Baez",1
"Literatura",1212142901,"Teo Scussel",1
"Lost",3515,"JP",11
"Lost",274,"Tucano",11
"Lost",1212122799,"Fabio Yabu",6
"Lost",1212122462,"Carlos Voltor",2
"Lost",3662,"Android",1
"Lost",2595,"Eduardo Spohr",1
"Lost",5035,"Maurício Saldanha",1
"Lost",1212138704,"Vinícius Schiavini",1
"MAIS POPULARES",274,"Tucano",8
"MAIS POPULARES",1212122462,"Carlos Voltor",6
"MAIS POPULARES",1212122317,"Gaveta",5
"MAIS POPULARES",3515,"JP",5
"MAIS POPULARES",1212123226,"Rex",4
"MAIS POPULARES",3662,"Android",3
"MAIS POPULARES",1212141954,"Camila Sousa",3
"MAIS POPULARES",1212141845,"Pedro Duarte",3
"MAIS POPULARES",2002,"Portuguesa",3
"MAIS POPULARES",1212139351,"Pri Ganiko",3
"MAIS POPULARES",1212122795,"Affonso Solano",2
"MAIS POPULARES",1212122797,"Diogo Braga",2
"MAIS POPULARES",2595,"Eduardo Spohr",2
"MAIS POPULARES",326,"Guilherme Briggs",2
"MAIS POPULARES",1212122669,"Leonel Caldela",2
"MAIS POPULARES",1212122464,"Sr.K",2
"MAIS POPULARES",1212141330,"Tayná Garcia",2
"MAIS POPULARES",1212122465,"Afonso 3d",1
"MAIS POPULARES",1212122862,"Atila",1
"MAIS POPULARES",1212137030,"Carlinhos Troll",1
"MAIS POPULARES",1212126189,"Flávio Augusto",1
"MAIS POPULARES",1212124836,"Guga Mafra",1
"MAIS POPULARES",1212130298,"Mau Faccio",1
"Melhores Momentos",1212139351,"Pri Ganiko",3
"Melhores Momentos",1212141845,"Pedro Duarte",2
"Melhores Momentos",1212141330,"Tayná Garcia",2
"Melhores Momentos",1212141954,"Camila Sousa",1
"Melhores Momentos",1212135105,"Fernando Reule",1
"Melhores Momentos",1212126189,"Flávio Augusto",1
"Melhores Momentos",1212142902,"Maurício Duboc",1
"Melhores Momentos",1212142901,"Teo Scussel",1
"Música",1212124836,"Guga Mafra",11
"Música",274,"Tucano",8
"Música",3515,"JP",5
"Música",2595,"Eduardo Spohr",3
"Música",309,"Nick Ellis",3
"Música",1212122796,"Beto Estrada",2
"Música",3244,"Bluehand",2
"Música",3508,"Guga Ferrari",2
"Música",4877,"Marco Gomes",2
"Música",1212141628,"Marianna Soter",2
"Música",1212141845,"Pedro Duarte",2
"Música",2002,"Portuguesa",2
"Música",1212139351,"Pri Ganiko",2
"Música",1212141511,"Ricardo Alexandre",2
"Música",1212122464,"Sr.K",2
"Música",3641,"Almôndega",1
"Música",1212139640,"Américo Fazio",1
"Música",1212141278,"Bruno Gouveia",1
"Música",1212134327,"Conrado Pesinato",1
"Música",1212141820,"Daniella Freixo de Faria",1
"Música",1212135105,"Fernando Reule",1
"Música",1212122317,"Gaveta",1
"Música",1212142190,"Govis",1
"Música",1212128349,"Irado",1
"Música",1212143061,"Jazz Rider",1
"Música",1212141871,"Juliana Vieira",1
"Música",1212141723,"Mary Joe",1
"Música",1212142902,"Maurício Duboc",1
"Música",1212131200,"Maurício Linhares",1
"Música",2003,"Sra. Jovem Nerd",1
"Música",1212141330,"Tayná Garcia",1
"Música",1212142901,"Teo Scussel",1
"Música",1212142118,"Thedy Corrêa",1
"Música",1212142893,"Yaso",1
"Nostalgia",274,"Tucano",19
"Nostalgia",3515,"JP",13
"Nostalgia",2003,"Sra. Jovem Nerd",11
"Nostalgia",2002,"Portuguesa",10
"Nostalgia",1212122462,"Carlos Voltor",7
"Nostalgia",1212122464,"Sr.K",7
"Nostalgia",3508,"Guga Ferrari",6
"Nostalgia",1212122795,"Affonso Solano",4
"Nostalgia",2595,"Eduardo Spohr",4
"Nostalgia",1212141723,"Mary Joe",4
"Nostalgia",1212122798,"Francine Gladulich",3
"Nostalgia",1212141845,"Pedro Duarte",3
"Nostalgia",1212139351,"Pri Ganiko",3
"Nostalgia",1212141924,"Alan Dubox",2
"Nostalgia",3641,"Almôndega",2
"Nostalgia",1212122796,"Beto Estrada",2
"Nostalgia",1212141954,"Camila Sousa",2
"Nostalgia",1212141820,"Daniella Freixo de Faria",2
"Nostalgia",1212122797,"Diogo Braga",2
"Nostalgia",1212124836,"Guga Mafra",2
"Nostalgia",1212122846,"Jonny Ken",2
"Nostalgia",1212141330,"Tayná Garcia",2
"Nostalgia",1212122465,"Afonso 3d",1
"Nostalgia",1212142131,"Carolina Andrade",1
"Nostalgia",3448,"Dubox",1
"Nostalgia",1212135105,"Fernando Reule",1
"Nostalgia",1212128349,"Irado",1
"Nostalgia",1212122952,"Leo Lopes",1
"Nostalgia",1212142463,"Lua",1
"Nostalgia",1212141781,"Mario Souto",1
"Nostalgia",1212130298,"Mau Faccio",1
"Nostalgia",1212142902,"Maurício Duboc",1
"Nostalgia",1212131200,"Maurício Linhares",1
"Nostalgia",1212139440,"Patrícia Mafra",1
"Nostalgia",1212130385,"Paulo Silveira",1
"Nostalgia",1212141987,"Peter",1
"Nostalgia",1212137166,"Roberta Arcoverde",1
"Nostalgia",1212142159,"Tati Baez",1
"Nostalgia",1212142901,"Teo Scussel",1
"Notícias",1212139351,"Pri Ganiko",62
"Notícias",1212141954,"Camila Sousa",53
"Notícias",1212141859,"Gabriel Avila",36
"Notícias",1212141845,"Pedro Duarte",36
"Notícias",1212141330,"Tayná Garcia",28
"Notícias",1212143191,"Arthur Eloi",14
"Notícias",1212130299,"Marina Val",8
"Notícias",1212142827,"Pedro Siqueira",7
"Notícias",1212131200,"Maurício Linhares",4
"Notícias",1212142033,"Nicolas Borsoi",4
